umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,botak_prob
35,Laki-laki,Pegawai swasta,Banda Lampung,5865658.538,0,1,69.69231576,170.0552121,Merpati,0,SMP,0.544515635
68,Perempuan,Freelance,Samarinda,9376435.275,1,1,51.80764351,159.0164679,Merpati,0,S1,0.585101584
29,Laki-laki,PNS,Kupang,14620916.67,0,0,57.28626726,152.7267691,Shoulder & Head,0,S1,0.424000205
67,Laki-laki,PNS,Jayapura,7623691.222,1,0,53.08491091,150.4574959,Deadbuoy,1,S1,0.645667022
32,Laki-laki,PNS,Banda Aceh,8710357.563,0,0,47.11435493,152.9556557,Moonsilk,0,S1,0.32034624
50,Perempuan,Pegawai swasta,Padang,13430362.73,0,1,60.50853027,149.3215537,Moonsilk,1,S1,0.703784405
40,Perempuan,Pegawai swasta,Bandung,16285823.05,0,0,47.61967887,161.8592956,Moonsilk,1,SMA,0.308714756
43,Laki-laki,PNS,Medan,9071598.288,0,0,59.94983997,160.0812784,Shoulder & Head,1,S1,0.514787002
35,Laki-laki,Pengangguran,Kendari,8662536.44,0,0,61.55948185,152.4947598,Pantone,0,S3,0.627692794
46,Laki-laki,PNS,Banjarmasin,10813399.83,0,0,69.19539399,170.5362286,Shoulder & Head,1,S1,0.530588591
58,Laki-laki,Pengangguran,Palangkaraya,7622767.399,0,0,56.50638325,157.7352772,Merpati,1,S2,0.929247725
21,Perempuan,Pegawai swasta,Pontianak,4894318.813,0,1,55.7039684,151.4574036,Deadbuoy,1,S1,0.510665706
41,Perempuan,PNS,Banjarmasin,5109442.332,0,0,57.43520417,157.4277166,Deadbuoy,1,S1,0.410081394
25,Perempuan,PNS,Padang,5481754.276,0,0,57.27342358,158.4012934,Shoulder & Head,1,S3,0.3084416
36,Perempuan,Pegawai swasta,Kupang,5087149.332,0,0,52.33314476,153.3438,Deadbuoy,0,SMA,0.104247603
20,Laki-laki,Pegawai swasta,Mamuju,7129024.633,0,0,55.70077725,155.2383773,Shoulder & Head,0,SMP,0.192830254
47,Laki-laki,PNS,Banjarmasin,8229334.306,0,0,62.89157078,160.7385055,Deadbuoy,0,S1,0.342455382
21,Laki-laki,Pegawai swasta,Denpasar,20528697.43,0,0,60.04494479,161.6185733,Moonsilk,1,S1,0.348953013
30,Perempuan,Pegawai swasta,Bengkulu,11274017.14,0,0,52.04294675,149.8929572,Merpati,1,S2,0.234669997
49,Perempuan,Freelance,Samarinda,9883200.438,0,0,54.33217141,154.440887,Shoulder & Head,0,SMA,0.141052934
28,Perempuan,Pegawai swasta,Samarinda,7293172.883,0,0,51.33181833,153.0474755,Deadbuoy,1,S1,0.188376076
32,Laki-laki,PNS,Medan,20303927.78,0,0,73.74320102,164.0502495,Merpati,1,SMP,0.402887792
21,Laki-laki,Pegawai swasta,Palangkaraya,6711912.961,0,0,60.97731175,152.9930535,Deadbuoy,1,S1,0.349872093
51,Laki-laki,PNS,Mamuju,8469550.782,0,0,46.67860163,163.8479263,Merpati,1,S1,0.56062003
19,Laki-laki,PNS,Kendari,5134261.673,0,0,67.89517585,160.9117637,Merpati,1,S1,0.405139046
46,Laki-laki,Freelance,Manokwari,9885925.655,0,0,67.20396238,159.9873275,Merpati,1,S1,0.251733487
48,Laki-laki,PNS,Palangkaraya,12479961.69,0,1,62.53733137,155.7137958,Moonsilk,1,SMA,0.859552554
34,Laki-laki,PNS,Tanjungselor,5311308.656,0,0,60.09741715,162.2960347,Merpati,1,S1,0.381807495
37,Perempuan,PNS,Banda Aceh,8603858.54,0,0,47.64229333,154.7572065,Shoulder & Head,0,S1,0.233612871
27,Laki-laki,Pegawai swasta,Jayapura,9077090.124,0,0,45.71229956,152.6009779,Deadbuoy,1,S1,0.30029199
41,Laki-laki,PNS,Manokwari,19421976.53,0,1,53.88041067,155.8934509,Pantone,1,S1,0.79076859
29,Perempuan,Pegawai swasta,Samarinda,4422701.521,0,1,54.84790502,149.9591096,Shoulder & Head,1,S1,0.539700547
58,Laki-laki,Pegawai swasta,Semarang,8295850.609,0,0,49.81744802,157.864163,Merpati,0,SMA,0.436569004
15,Perempuan,PNS,Jakarta,6247992.533,0,0,59.77404564,162.7811444,Deadbuoy,1,S1,0.2798861
33,Laki-laki,Pegawai swasta,Tanjung Pinang,6763558.136,0,0,61.39621959,160.5199259,Shoulder & Head,1,S1,0.31400862
49,Perempuan,PNS,Banda Aceh,10581096.9,0,1,59.41114992,151.7845402,Pantone,0,SMA,0.593654611
45,Laki-laki,PNS,Jambi,4943890.001,0,0,51.36695383,156.0013977,Pantone,1,S1,0.432835405
41,Laki-laki,Freelance,Pekanbaru,6208704.233,0,0,57.6656147,158.0524849,Deadbuoy,0,S1,0.275111042
12,Laki-laki,,Banda Lampung,9010068.662,0,1,51.40527423,149.8544644,Deadbuoy,0,S1,0.531184845
29,Laki-laki,PNS,Gorontalo,9438415.348,0,1,50.2541758,148.2353693,Deadbuoy,1,SMA,0.752585269
38,Perempuan,Freelance,Yogyakarta,6743148.568,0,1,57.09846476,144.5753121,Shoulder & Head,1,SD,0.492238793
41,Laki-laki,PNS,Jakarta,7472598.806,0,0,48.93484252,155.1562917,Moonsilk,0,S1,0.471244022
42,Laki-laki,Pegawai swasta,Mamuju,6973931.174,0,0,46.26238964,149.4375042,Shoulder & Head,0,S1,0.366925875
44,Laki-laki,PNS,Jambi,6846297.363,0,0,55.06452872,152.7815531,Merpati,0,S1,0.419668024
37,Laki-laki,Pegawai swasta,Jakarta,13211773.74,0,1,46.37193118,155.0763405,Pantone,0,SMA,0.558822666
41,Laki-laki,Freelance,Bengkulu,6925298.54,0,1,56.0711831,166.1664023,Moonsilk,1,SMP,0.642486399
51,Perempuan,Pengangguran,Gorontalo,7355726.841,0,0,47.55609957,150.017955,Merpati,0,S1,0.643568112
43,Laki-laki,PNS,Manado,14994172.25,0,0,55.10500834,159.4664416,Pantone,1,S1,0.504578998
55,Perempuan,Pegawai swasta,Jayapura,13035277.12,0,0,48.90882641,157.5199497,Moonsilk,0,S1,0.213340866
27,Laki-laki,PNS,Banjarmasin,6201448.564,0,0,51.35388658,161.0739461,Deadbuoy,0,S1,0.31935513
35,Laki-laki,Freelance,Banda Aceh,6190111.126,0,1,52.56848912,153.2311746,Deadbuoy,1,SMA,0.530106361
41,Laki-laki,PNS,Jakarta,9254342.049,0,1,67.30261827,165.9906579,Pantone,0,S1,0.719892791
46,Laki-laki,Pegawai swasta,Tanjung Pinang,4793361.957,0,0,48.90870018,155.263762,Deadbuoy,0,S1,0.233554855
56,Perempuan,PNS,Samarinda,6624612.845,0,0,49.94005541,151.2095097,Shoulder & Head,1,S1,0.426989035
42,Laki-laki,PNS,Kendari,5594163.556,0,1,55.20813449,159.0710414,Moonsilk,1,S3,0.771231679
47,Laki-laki,Pegawai swasta,Gorontalo,6017771.521,0,0,46.79479381,154.4740147,Pantone,0,S1,0.316208112
37,Perempuan,Freelance,Tanjung Pinang,7190337.395,0,1,50.56001062,155.3875888,Deadbuoy,1,S1,0.407508206
61,Laki-laki,Pengangguran,Tanjung Pinang,6559446.618,1,0,62.1912987,165.9474365,Moonsilk,0,S1,0.915325807
50,Laki-laki,Pegawai swasta,Denpasar,4786943.304,0,0,66.69279241,164.6338568,Merpati,1,S1,0.417634655
36,Laki-laki,Pegawai swasta,Pangkalpinang,6880799.663,0,0,63.53344938,163.4313442,Moonsilk,1,SMA,0.380904008
26,Laki-laki,PNS,Padang,7111418.932,0,0,44.92217306,155.444412,Pantone,1,S1,0.408889381
29,Laki-laki,Pegawai swasta,Surabaya,20392880.74,0,0,44.09053091,154.0221861,Pantone,1,S2,0.419226991
41,Laki-laki,Pegawai swasta,Banda Aceh,11250513.23,0,0,47.48015867,162.1495055,Pantone,0,SMA,0.277309191
37,Laki-laki,Pengangguran,Tanjungselor,7213325.891,0,0,44.58322084,145.5247957,Deadbuoy,0,S1,0.450448413
27,Perempuan,Pegawai swasta,Pangkalpinang,14731779.63,0,0,60.60804605,167.5694404,Merpati,0,S1,0.196216328
37,Perempuan,PNS,Manado,12816854.69,0,0,51.40252011,152.4795441,Moonsilk,1,S1,0.436890298
39,Laki-laki,Pegawai swasta,Banda Lampung,17801112.17,0,1,48.22420962,150.9215017,Pantone,0,SMA,0.508071825
37,Laki-laki,Pegawai swasta,Medan,11386492.45,0,0,44.37515613,154.6452621,Moonsilk,0,SMA,0.254592418
62,Perempuan,PNS,Bandung,16324707.69,1,0,53.42216335,159.0310256,Moonsilk,1,SMA,0.630899815
30,Perempuan,PNS,Samarinda,16220078.36,0,0,45.38055165,146.6948863,Deadbuoy,1,S1,0.255452529
38,Perempuan,Freelance,Tanjung Pinang,6232925.923,0,0,41.93189587,150.085356,Moonsilk,0,S1,-0.097059654
41,Perempuan,Freelance,Jambi,4265572.289,0,0,47.50835865,149.0855805,Shoulder & Head,0,S1,0.021527635
31,Laki-laki,Pegawai swasta,Jakarta,12627720.64,0,0,80.76923386,171.1331302,Moonsilk,0,S1,0.284268273
29,Perempuan,Pengangguran,Sofifi,8850716.854,0,0,51.93798689,165.2244401,Merpati,1,S2,0.482927477
34,Laki-laki,PNS,Denpasar,22664088.54,0,0,60.97180983,159.4348302,Shoulder & Head,1,SMA,0.545936516
47,Laki-laki,Pegawai swasta,Pontianak,12546101.65,0,0,54.93678946,156.3383963,Pantone,1,S1,0.526330865
40,Laki-laki,Pegawai swasta,Surabaya,15102410.28,0,0,54.68548091,148.7352627,Shoulder & Head,0,SMA,0.219572863
46,Perempuan,PNS,Palembang,5985200.416,0,0,46.08034595,154.109275,Moonsilk,0,S1,0.397536963
44,Laki-laki,PNS,Jambi,12885657.72,0,0,54.41173649,158.0982545,Merpati,1,SMP,0.546478595
43,Perempuan,,Samarinda,9506140.592,0,0,57.22199845,158.7147253,Pantone,1,S1,0.234227299
29,Laki-laki,Pegawai swasta,Denpasar,6235620.174,0,1,54.25697853,155.8810566,Pantone,0,S1,0.466522322
46,Laki-laki,PNS,Ambon,4231924.819,0,0,61.43744509,159.6783284,Shoulder & Head,1,SMP,0.526222034
33,Laki-laki,PNS,Palangkaraya,4113288.941,0,0,63.34804012,166.3653629,Shoulder & Head,0,SMP,0.323587714
47,Perempuan,PNS,Sofifi,10686168.29,0,1,61.02252039,161.9804425,Merpati,0,S1,0.578050576
42,Perempuan,PNS,Bandung,5623923.669,0,0,61.00719664,152.3320194,Merpati,0,S1,0.197455485
46,Laki-laki,Pegawai swasta,Mataram,12523297.67,0,0,50.15752185,154.6738547,Merpati,1,SMA,0.374669396
8,Laki-laki,Freelance,Kupang,4201682.158,0,0,52.66777507,152.3516568,Shoulder & Head,0,S1,0.085913032
40,Laki-laki,Pegawai swasta,Bengkulu,11038112.73,0,0,54.80206539,164.2592636,Shoulder & Head,1,S1,0.392986311
45,Perempuan,PNS,Palangkaraya,20373072.53,0,0,46.91085778,149.7077075,Shoulder & Head,1,S1,0.460774874
25,Laki-laki,Pegawai swasta,Gorontalo,6471081.219,0,0,48.26673706,156.0546845,Pantone,1,SMP,0.237919699
29,Laki-laki,PNS,Ambon,11109965.42,0,1,52.76234313,159.3661466,Deadbuoy,0,S2,0.695651611
43,Laki-laki,PNS,Padang,9175676.471,0,0,48.88001222,154.1548759,Merpati,0,S1,0.430808186
28,Perempuan,Freelance,Denpasar,8921408.875,0,0,49.03238602,143.942585,Merpati,1,S1,0.112888054
33,Laki-laki,Pegawai swasta,Sofifi,7973697.775,0,0,46.47274132,152.4748106,Deadbuoy,1,S1,0.349109854
34,Laki-laki,PNS,Semarang,9671942.279,0,0,52.11946298,150.3021925,Moonsilk,0,S1,0.330411399
30,Laki-laki,PNS,Sofifi,8154413.625,0,0,48.11588352,158.1039038,Shoulder & Head,0,SMA,0.357675209
47,Perempuan,PNS,Ambon,7878717.176,0,0,59.75557925,159.0745809,Deadbuoy,0,S1,0.279868537
48,Perempuan,PNS,Medan,6651380.983,0,0,52.70395553,164.8586132,Shoulder & Head,1,S1,0.413757054
33,Laki-laki,Pegawai swasta,Semarang,8756895.633,0,1,50.4737581,151.775209,Deadbuoy,1,S1,0.552833839
49,Laki-laki,Freelance,Manado,6158229.616,0,0,61.56911027,153.9083458,Shoulder & Head,1,SMA,0.288966444
33,Laki-laki,Pegawai swasta,Jakarta,13717293.12,0,0,70.2756003,158.0856662,Merpati,0,SMP,0.15776761
47,Laki-laki,Pegawai swasta,Mamuju,2937563.607,0,1,47.64206526,146.4869545,Shoulder & Head,0,S1,0.59702521
37,Laki-laki,PNS,Palembang,6903892.223,0,0,52.30142548,152.1481567,Shoulder & Head,1,SMA,0.434723134
51,Perempuan,Pegawai swasta,Ambon,6484314.617,0,0,55.63060142,160.2291121,Deadbuoy,1,S1,0.449473939
43,Laki-laki,Freelance,Mamuju,3473741.416,0,0,50.83457222,163.4429381,Moonsilk,0,S1,0.208579002
33,Perempuan,Freelance,Pontianak,9516035.08,0,0,56.90637681,161.6453595,Pantone,1,SMA,0.144012943
36,Laki-laki,Pegawai swasta,Serang,12608854.25,0,0,63.68315655,159.4054844,Deadbuoy,0,S1,0.265306764
32,Laki-laki,Freelance,Sofifi,7517138.666,0,0,55.73187509,160.4814139,Merpati,1,S1,0.221901872
41,Laki-laki,Pegawai swasta,Palu,18849678.17,0,0,58.33759444,157.8839503,Shoulder & Head,0,S1,0.22983232
47,Laki-laki,PNS,Bandung,4443084.047,0,0,56.44249419,153.8007316,Shoulder & Head,1,S3,0.553902162
24,Perempuan,PNS,Makassar,6377110.687,0,0,60.37597128,152.3942809,Shoulder & Head,1,S1,0.257270789
43,Laki-laki,PNS,Palangkaraya,11587923.52,0,0,49.63570833,151.4220505,Merpati,0,S1,0.444097086
41,Laki-laki,PNS,Banda Aceh,7746219.277,0,0,52.08025495,150.5689279,Shoulder & Head,1,SMA,0.585668921
36,Laki-laki,Freelance,Banda Lampung,18348371.77,0,1,45.50260043,153.7694169,Pantone,0,SMA,0.412816939
36,Laki-laki,PNS,Serang,9084672.175,0,0,57.11228919,156.5392622,Pantone,1,S1,0.370142937
42,Perempuan,PNS,Bandung,15376259.73,0,0,61.95489753,160.7972975,Pantone,0,S1,0.283961354
35,Laki-laki,PNS,Tanjungselor,7887557.298,0,0,71.82783773,158.4698762,Merpati,0,SMP,0.239148099
35,Laki-laki,Pegawai swasta,Palembang,6488339.426,0,0,64.85553449,162.8071838,Shoulder & Head,1,S1,0.262450394
22,Perempuan,Pegawai swasta,Denpasar,5080461.815,0,0,82.88034518,169.9692385,Moonsilk,1,S3,0.287002393
37,Laki-laki,PNS,Tanjungselor,9387591.999,0,0,49.23220395,148.3290892,Pantone,1,S1,0.411823869
47,Laki-laki,Pegawai swasta,Yogyakarta,7877742.076,0,0,71.59861333,156.2886875,Pantone,0,S1,0.389758366
54,Perempuan,Freelance,Pekanbaru,15332403.89,0,0,55.17226577,151.6309709,,0,S2,0.155014858
29,Laki-laki,PNS,Pekanbaru,5954501.488,0,1,55.28624397,157.7415752,Merpati,1,SMA,0.681780893
52,Laki-laki,Pegawai swasta,Pangkalpinang,7581422.571,0,1,45.65146149,157.8445135,Merpati,1,SMP,0.813058494
48,Perempuan,Pegawai swasta,Jayapura,10967076.44,0,0,61.48585744,161.1943052,Moonsilk,0,S1,0.247729391
31,Perempuan,Pegawai swasta,Palangkaraya,12491212.83,0,0,46.41406627,141.9250256,Shoulder & Head,0,SMA,0.043058495
33,Laki-laki,Pegawai swasta,Bengkulu,29527931.29,0,0,79.32720621,175.1835434,Merpati,0,SMA,0.207470554
28,Perempuan,Pegawai swasta,Medan,3916307.184,0,1,48.45207588,149.8215558,Deadbuoy,0,S1,0.460690241
35,Perempuan,PNS,Bengkulu,6505725.435,0,0,62.01521198,158.3487051,Pantone,1,SMA,0.366365127
29,Laki-laki,PNS,Mamuju,5337730.452,0,1,49.5415153,150.3098981,Merpati,1,SD,0.700006288
36,Laki-laki,Pegawai swasta,Manokwari,8704778.781,0,1,53.03148941,152.1655775,Deadbuoy,0,S1,0.558746752
24,Perempuan,Pegawai swasta,Banjarmasin,11037633.19,0,1,50.68377298,150.175669,Pantone,1,SMA,0.486191466
33,Laki-laki,Pegawai swasta,Tanjungselor,7173473.413,0,0,51.44910816,157.0731767,Pantone,1,S2,0.236047762
37,Perempuan,Freelance,Jakarta,12501064.75,0,0,103.2189487,177.3658879,Moonsilk,1,S1,0.155855103
39,Laki-laki,Pengangguran,Bandung,15171895.83,0,0,52.11866475,155.9198015,Shoulder & Head,1,SMA,0.69119482
26,Laki-laki,Freelance,Surabaya,9410125.968,0,0,48.71510533,153.0510538,Merpati,1,S1,0.11226911
33,Perempuan,Pegawai swasta,Palangkaraya,10875371.46,0,0,54.52642471,155.382464,Merpati,0,S1,0.068696946
56,Laki-laki,PNS,Tanjungselor,6523843.639,0,0,47.78945346,148.8647681,Moonsilk,0,S1,0.520747158
49,Laki-laki,Pegawai swasta,Denpasar,10813683.05,0,0,45.01611954,150.6511179,Pantone,1,S1,0.402125867
19,Perempuan,PNS,Palu,12377461.34,0,0,58.13927471,159.13507,Merpati,1,S2,0.332353437
20,Perempuan,PNS,Manado,14434877.93,0,0,72.34789682,166.7400494,Shoulder & Head,1,S1,0.393385582
20,Laki-laki,PNS,Tanjungselor,5204193.673,0,0,50.62687149,160.9938498,Merpati,1,S1,0.421765951
46,Perempuan,Pengangguran,Manokwari,8063115.632,0,0,54.74773783,159.7954039,Moonsilk,0,SMP,0.549389446
49,Perempuan,Freelance,Pekanbaru,7785444.463,0,0,49.49323177,154.2064038,Moonsilk,0,SMP,0.083542347
47,Laki-laki,Pegawai swasta,Gorontalo,14258984.43,0,0,46.93026931,159.050842,Pantone,1,S1,0.351223529
43,Laki-laki,Pegawai swasta,Jambi,22133521.39,0,0,61.48149793,157.5015755,Pantone,1,S1,0.490900204
47,Laki-laki,PNS,Jayapura,5492669.899,0,0,50.53004191,153.6855278,Deadbuoy,1,S2,0.417652668
31,Laki-laki,PNS,Surabaya,6604304.92,0,0,43.81984758,150.229617,Moonsilk,0,S2,0.363080101
42,Perempuan,Pegawai swasta,Pekanbaru,15360065.95,0,0,62.66217545,159.8006641,Merpati,1,S2,0.368821579
48,Laki-laki,PNS,Denpasar,5295375.968,0,0,53.8816845,156.7149875,Shoulder & Head,0,S2,0.409412524
48,Laki-laki,PNS,Kendari,6466397.667,0,1,50.61571162,155.5440145,Merpati,1,S1,0.815196059
31,Laki-laki,Pegawai swasta,Mataram,3075218.781,0,0,52.49576428,154.1060182,Deadbuoy,1,S1,0.30334842
37,Laki-laki,Pegawai swasta,Banjarmasin,5226571.063,0,0,53.42321273,162.2397726,Pantone,1,SMA,0.327798983
43,Laki-laki,Pegawai swasta,Palu,9947825.663,0,0,54.88648355,160.4149131,Shoulder & Head,1,S1,0.384010177
50,Perempuan,PNS,Banda Aceh,7182917.407,0,0,49.40543706,151.3843247,Moonsilk,1,S1,0.476222242
27,Laki-laki,PNS,Palangkaraya,22360394.82,0,0,44.19963916,153.2676762,Moonsilk,0,SMA,0.426656878
54,Laki-laki,Freelance,Manado,14931442.07,0,0,49.09197661,155.47621,Moonsilk,1,S1,0.376493821
14,Laki-laki,PNS,Banjarmasin,7122275.264,0,0,52.03031146,160.2247819,Deadbuoy,0,SMA,0.329727215
47,Perempuan,Pegawai swasta,Denpasar,14797891.92,0,1,57.23846292,161.770838,Merpati,0,S2,0.467808001
40,Laki-laki,Pegawai swasta,Bengkulu,9392279.553,0,0,51.79486347,155.9949908,Pantone,0,SMA,0.133607506
35,Perempuan,Pegawai swasta,Palembang,10867108.01,0,0,51.63265683,152.2616171,Deadbuoy,1,S1,0.152481052
21,Perempuan,PNS,Palangkaraya,7798859.952,0,0,48.42345537,153.836404,Pantone,1,S1,0.265148056
41,Laki-laki,PNS,Medan,5211186.016,0,0,67.03682747,171.5358919,Moonsilk,1,S2,0.512636036
43,Laki-laki,Pegawai swasta,Palu,10192978.27,0,1,46.43673836,147.3854378,Pantone,0,SMA,0.530659618
53,Laki-laki,Pegawai swasta,Sofifi,8756807.863,0,0,,162.9042597,Merpati,0,S1,0.338557578
39,Perempuan,Freelance,Kendari,5108684.355,0,0,51.44518847,160.2184706,Pantone,0,S1,-0.037726184
46,Laki-laki,Freelance,Yogyakarta,15592851.55,0,0,61.43558747,166.389465,Deadbuoy,1,SMA,0.413928933
41,Laki-laki,Freelance,Palu,8347937.891,0,0,59.87584092,163.0795416,Deadbuoy,0,S1,0.189491075
25,Perempuan,PNS,Pekanbaru,11062008.64,0,0,42.83781175,143.2708126,Merpati,0,S1,0.276448817
39,Laki-laki,PNS,Palu,7875747.82,0,0,67.95895067,163.632517,Deadbuoy,1,S1,0.423671872
34,Laki-laki,Pegawai swasta,Sofifi,13778614.01,0,0,46.11263614,159.4727327,Moonsilk,1,SMP,0.307413738
18,Perempuan,Freelance,Padang,6477260.578,0,0,52.37865586,152.1489019,Shoulder & Head,0,S1,-0.000798424
33,Perempuan,PNS,Banjarmasin,4375744.258,0,0,63.0350988,159.8446399,Shoulder & Head,1,SMA,0.363492921
36,Laki-laki,PNS,Jayapura,5916992.553,0,0,48.85593181,154.0642719,Moonsilk,1,S1,0.342510333
41,Perempuan,PNS,Jambi,9358097.797,0,0,55.81923583,163.399966,Deadbuoy,0,S1,0.378069833
43,Perempuan,Freelance,Banda Lampung,7709439.995,0,1,57.70381712,158.4603406,Shoulder & Head,1,S1,0.604162596
36,Laki-laki,PNS,Samarinda,6688186.841,0,0,47.5722534,158.5668581,Pantone,0,S1,0.342542488
39,Perempuan,PNS,Semarang,10432601.86,0,1,45.69790544,163.7879628,Pantone,0,S1,0.537400181
44,Perempuan,Freelance,Makassar,11395124.76,0,0,50.55368257,153.9829036,Deadbuoy,0,SMP,0.08196001
47,Perempuan,Pegawai swasta,Pekanbaru,4617378.555,0,0,46.04028452,145.7989039,Deadbuoy,0,SMA,0.153706912
45,Laki-laki,Pegawai swasta,Palu,11071475.04,0,0,61.81720553,161.1595562,Merpati,1,S1,0.471053645
37,Laki-laki,PNS,Yogyakarta,9231360.784,0,0,51.56557487,161.0948043,Shoulder & Head,1,SMA,0.460952565
33,Laki-laki,Pegawai swasta,Tanjungselor,17939430.41,0,0,41.98223643,162.8232947,Pantone,1,S1,0.237039906
59,Laki-laki,Freelance,Surabaya,10631375.79,1,0,53.55489878,158.7706325,Merpati,1,S1,0.482332161
34,Laki-laki,Pegawai swasta,Mamuju,6956014.092,0,0,46.63043867,150.4512246,Moonsilk,0,S1,0.182496868
44,Perempuan,Pegawai swasta,Manado,10493878.04,0,0,59.14097005,163.7303422,Merpati,1,S1,0.349887354
48,Laki-laki,Pegawai swasta,Ambon,6052159.374,0,0,44.43528397,156.1438673,Merpati,1,S1,0.321181213
49,Perempuan,PNS,Manado,4691778.355,0,0,56.40879948,151.7941909,Shoulder & Head,0,SMA,0.360666115
54,Laki-laki,Pegawai swasta,Pangkalpinang,10299637.5,0,1,44.92747418,148.9282419,Shoulder & Head,1,SMA,0.830906743
41,Perempuan,PNS,Tanjungselor,14345595.06,0,0,47.5851761,156.2486377,Shoulder & Head,0,S1,0.305015011
51,Perempuan,PNS,Makassar,6368360.95,0,0,56.74079384,159.9226211,Shoulder & Head,1,SMA,0.441412538
61,Perempuan,Pegawai swasta,Padang,3799454.137,1,0,65.767401,158.3072611,Pantone,0,S1,0.294314766
30,Perempuan,Pegawai swasta,Manado,6081157.923,0,0,52.21346229,153.1085585,Shoulder & Head,1,SMA,0.310363223
62,Perempuan,PNS,Jayapura,10768004.42,1,0,48.88145108,144.8319505,Shoulder & Head,0,S1,0.594946587
43,Perempuan,Pegawai swasta,Mamuju,5189689.345,0,0,51.59535764,160.64996,Moonsilk,1,S1,0.295235255
34,Laki-laki,PNS,Jambi,7073263.659,0,1,49.95154243,155.3757009,Deadbuoy,1,SMP,0.739282526
38,Laki-laki,PNS,Jambi,5839063.614,0,0,57.48344947,158.8097717,Pantone,1,S1,0.379296141
55,Laki-laki,PNS,Pekanbaru,4226082.351,0,0,46.33153013,150.300975,Moonsilk,0,S1,0.507339036
36,Laki-laki,Pegawai swasta,Tanjung Pinang,7230589.3,0,0,52.68095699,150.9459971,Moonsilk,0,S1,0.269241039
42,Laki-laki,Freelance,Padang,8852824.414,0,0,53.25674087,153.6507844,Deadbuoy,0,SMA,0.170819841
33,Laki-laki,Pegawai swasta,Semarang,11615747.55,0,0,54.72907215,167.8849398,Merpati,0,S1,0.256335977
30,Laki-laki,Pegawai swasta,Jakarta,16516940.9,0,0,55.35079466,161.5756889,Pantone,0,S2,0.293005428
40,Laki-laki,PNS,Jambi,7783742.244,0,0,79.66646719,164.9052069,Deadbuoy,0,SMA,0.364325081
36,Perempuan,Freelance,Kupang,7548060.952,0,0,50.57590942,157.2155521,Moonsilk,1,S1,0.170089893
42,Laki-laki,PNS,Banda Aceh,9449076.708,0,0,61.32151564,163.8758107,Deadbuoy,0,S1,0.370577013
54,Laki-laki,Pegawai swasta,Manokwari,13039401.41,0,0,64.0620325,157.9058557,Deadbuoy,0,S1,0.415165607
52,Laki-laki,Pegawai swasta,Jakarta,14027226.65,0,0,65.99573052,159.9638386,Shoulder & Head,1,S1,0.480837134
55,Laki-laki,Pegawai swasta,Pekanbaru,6236779.233,0,0,59.09685114,161.1398549,Merpati,0,S1,0.448823898
46,Laki-laki,Freelance,Bengkulu,3041525.731,0,0,55.07015084,163.3033099,Shoulder & Head,0,S1,0.160854728
36,Perempuan,Pegawai swasta,Sofifi,9992182.746,0,0,89.99355438,171.6483946,Shoulder & Head,1,SMA,0.23767662
54,Perempuan,Pegawai swasta,Pekanbaru,6002141.082,0,0,45.80939559,150.0383366,Shoulder & Head,1,S1,0.494255347
46,Laki-laki,PNS,Mamuju,5740625.841,0,0,49.69571944,155.4024576,Merpati,1,SMA,0.373074419
50,Perempuan,Pegawai swasta,Manokwari,12628361.36,0,0,51.55384081,138.4873173,Pantone,1,S1,0.431672884
37,Laki-laki,Pegawai swasta,Palu,6974716.194,0,0,50.51560408,154.918879,Shoulder & Head,0,SMA,0.270293397
44,Perempuan,Pegawai swasta,Mataram,13452683.99,0,0,79.30208048,174.4927358,Deadbuoy,0,SMP,0.206315343
26,Laki-laki,Freelance,Yogyakarta,5322408.184,0,0,58.67832882,164.3591007,Moonsilk,0,S1,0.152239047
45,Laki-laki,PNS,Kupang,12476182.14,0,1,47.01860492,159.8793469,Shoulder & Head,1,SMP,0.764439866
24,Laki-laki,Pegawai swasta,Ambon,18762997.67,0,0,67.35862987,165.4122637,Deadbuoy,0,S2,0.254553986
42,Laki-laki,Pegawai swasta,Kendari,4760580.194,0,0,83.8221202,168.8031529,Merpati,1,S1,0.406771873
48,Laki-laki,PNS,Denpasar,6782315.172,0,0,56.68916124,160.2752226,Shoulder & Head,1,S1,0.56748749
30,Perempuan,Pegawai swasta,Mamuju,7724695.318,0,0,55.77486043,167.1429175,Deadbuoy,0,S1,0.040823593
31,Perempuan,Pegawai swasta,Tanjung Pinang,2504165.312,0,0,54.83806971,161.2493505,Moonsilk,1,SMA,0.173079614
32,Perempuan,Pegawai swasta,Tanjungselor,12486073.92,0,0,66.70556978,161.1740891,Pantone,0,S1,0.129961472
59,Perempuan,PNS,Jayapura,,1,0,57.11405624,150.6152607,Shoulder & Head,1,S1,0.601057558
51,Laki-laki,,Manado,8774740.267,0,1,48.67031445,150.9516623,Merpati,0,S1,0.713630275
42,Laki-laki,PNS,Mataram,10884865.44,0,0,45.84830003,154.1688279,Shoulder & Head,1,S2,0.483535471
35,Perempuan,Pegawai swasta,Medan,4463148.561,0,0,47.78985105,158.2043229,Merpati,1,S1,0.107189965
